Domain,TLD,Source_Count,Sources
i.sawma,sawma,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220511013829_default_89.108.156.18_ad.exchange.mail_407557.txt
minwook.kim,kim,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528035936_default_1.235.185.175_ad.exchange.mail_644119.txt
env.backup,backup,1,Malwares and Logs/ameen-alkhalij.com.log
aleyna.celik,celik,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509103500_default_85.111.43.100_ad.exchange.mail_333724.txt
mail.hsc-lb.com,com,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/Result_1.csv
class-t.api.php,php,1,Malwares and Logs/ameen-alkhalij.com.log
interbrands.com.jo,jo,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220510092026_default_194.126.2.223_ad.exchange.mail_419326.txt
a.alfify,alfify,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511073003_default_77.240.93.43_ad.exchange.mail_665198.txt
hunter.io,io,2,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti سند بررسی و تلاش برای اخذ دسترسی با استفاده از اسیب پذیریpdf/analysis_pages_0025-0026.md|Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/4d6bf3834e9afb8e3c3861bf2ad64a68d9c7d870_گزارش عملکرد ماهانه بهمن ماه_pdf/analysis_pages_0007-0008.md
almghes.mohammad,mohammad,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511153325_default_212.12.169.12_ad.exchange.mail_543681.txt
opentask.co.kr,kr,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528060718_default_183.111.79.206_ad.exchange.mail_468563.txt
server53.optimumlb.com,com,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/Result_1.csv
arif.farajov,farajov,2,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509095256_default_89.147.201.146_ad.exchange.mail_288590.txt|Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509100603_default_89.147.201.146_ad.exchange.mail_883805.txt
mail.parsianhotels.com,com,1,Malwares and Logs/All_Proxy_Shell_Targets/Iran/IR_Proxyshell_target2.txt
duzeytex.com,com,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509101220_default_78.188.48.174_ad.exchange.mail_104680.txt
wp-404.php,php,1,Malwares and Logs/ameen-alkhalij.com.log
user.html,html,1,Malwares and Logs/ameen-alkhalij.com.log
fadi.irani,irani,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220511023727_default_195.112.201.67_ad.exchange.mail_385722.txt
teknikgumruk.com.tr,tr,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509101256_default_92.45.15.114_ad.exchange.mail_954868.txt
d.ozturk,ozturk,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509095927_default_212.156.77.214_ad.exchange.mail_939687.txt
w4ltma64q.aspx,aspx,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/TR_Exchange_target.txt
gsitm.com,com,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528053212_default_117.52.68.1_ad.exchange.mail_805316.txt
gupta.lakshay,lakshay,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528085858_default_3.35.110.181_ad.exchange.mail_716037.txt
tsansan.ac.kr,kr,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528085311_default_220.149.210.32_ad.exchange.mail_714735.txt
wp-blog.php,php,1,Malwares and Logs/ameen-alkhalij.com.log
lijun.hua,hua,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528083215_default_211.58.43.200_ad.exchange.mail_188966.txt
mail.samantajhiz.com,com,1,Malwares and Logs/All_Proxy_Shell_Targets/Iran/IR_Proxyshell_target2.txt
bizhard.com,com,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528060718_default_183.111.79.206_ad.exchange.mail_468563.txt
a.erkmen,erkmen,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509095927_default_212.156.77.214_ad.exchange.mail_939687.txt
dot.gif,gif,1,Malwares and Logs/access.log
casperandgambinis.com,com,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220511013829_default_89.108.156.18_ad.exchange.mail_407557.txt
ys.jeon,jeon,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528053436_default_121.134.12.29_ad.exchange.mail_573404.txt
alikhan.miriyev,miriyev,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509095415_default_89.147.205.100_ad.exchange.mail_981251.txt
berivan.depe,depe,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509103500_default_85.111.43.100_ad.exchange.mail_333724.txt
pascal.karam,karam,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220511020316_default_195.112.212.187_ad.exchange.mail_460335.txt
internal.exchangeusers,exchangeusers,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511081202_default_87.101.165.154_ad.exchange.mail_381710.txt
easymon.com,com,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528060718_default_183.111.79.206_ad.exchange.mail_468563.txt
burcinozen.altinbasak,altinbasak,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509103500_default_85.111.43.100_ad.exchange.mail_333724.txt
biz.europe,europe,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528042238_default_112.168.212.106_ad.exchange.mail_432586.txt
abdil.erdem,erdem,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509102834_default_212.175.105.121_ad.exchange.mail_139913.txt
arzu.gulden,gulden,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509103500_default_85.111.43.100_ad.exchange.mail_333724.txt
daou.com,com,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528060718_default_183.111.79.206_ad.exchange.mail_468563.txt
alican.ozaltas,ozaltas,2,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510025101_default_91.93.60.19_ad.exchange.mail_714410.txt|Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510023853_default_91.93.60.19_ad.exchange.mail_346834.txt
ibrahim.simsek,simsek,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510022249_default_95.0.240.217_ad.exchange.mail_821413.txt
elif.boztepe,boztepe,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509101256_default_92.45.15.114_ad.exchange.mail_954868.txt
ahmet.turan,turan,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509101220_default_78.188.48.174_ad.exchange.mail_104680.txt
datta.mayukh,mayukh,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528085858_default_3.35.110.181_ad.exchange.mail_716037.txt
miniweb.css,css,1,Malwares and Logs/access.log
env.bak,bak,1,Malwares and Logs/ameen-alkhalij.com.log
abdelrahman.shehata,shehata,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511081050_default_86.51.167.167_ad.exchange.mail_336958.txt
smoc.edu.lb,lb,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220510090452_default_193.227.165.69_ad.exchange.mail_560593.txt
email.supamedical.net,net,1,Malwares and Logs/All_Proxy_Shell_Targets/Iran/IR_Proxyshell_target2.txt
abdelwahab.kiyar,kiyar,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511081050_default_86.51.167.167_ad.exchange.mail_336958.txt
email.sinokor.co.kr,kr,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
a.karlankus,karlankus,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509095927_default_212.156.77.214_ad.exchange.mail_939687.txt
bmn.ir,ir,1,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti/analysis_pages_0036-0040.md
j.php,php,1,Malwares and Logs/ameen-alkhalij.com.log
ahmad.harb,harb,3,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220510091126_default_212.98.140.116_ad.exchange.mail_817178.txt|Malwares and Logs/All_Proxy_Shell_Targets/LB/20220510085918_default_212.98.140.119_ad.exchange.mail_252554.txt|Malwares and Logs/All_Proxy_Shell_Targets/LB/20220511020241_default_212.98.140.116_ad.exchange.mail_160312.txt
rizwan.ahmed,ahmed,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511153325_default_212.12.169.12_ad.exchange.mail_543681.txt
wp-blogs.php,php,1,Malwares and Logs/ameen-alkhalij.com.log
aylin.anbarli,anbarli,2,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510025101_default_91.93.60.19_ad.exchange.mail_714410.txt|Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510023853_default_91.93.60.19_ad.exchange.mail_346834.txt
ali.harb,harb,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220511022252_default_89.17.124.130_ad.exchange.mail_259424.txt
index.jhtml,jhtml,1,Malwares and Logs/access.log
aydin.kol,kol,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509103855_default_46.30.176.85_ad.exchange.mail_796067.txt
ringel.co.il,il,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509094224_default_199.203.254.140_ad.exchange.mail_860544.txt
muslimsfacingtomorrow.com,com,1,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/نفوذ به ایمیل راحیلpdf/analysis_pages_0001-0002.md
conf.json,json,2,Malwares and Logs/ameen-alkhalij.com.log|Malwares and Logs/access.log
akram.chdid,chdid,3,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220510091126_default_212.98.140.116_ad.exchange.mail_817178.txt|Malwares and Logs/All_Proxy_Shell_Targets/LB/20220510085918_default_212.98.140.119_ad.exchange.mail_252554.txt|Malwares and Logs/All_Proxy_Shell_Targets/LB/20220511020241_default_212.98.140.116_ad.exchange.mail_160312.txt
ramazan.gultekin,gultekin,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509102716_default_185.42.172.246_ad.exchange.mail_765512.txt
arzu.barak,barak,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509103500_default_85.111.43.100_ad.exchange.mail_333724.txt
w.yi,yi,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528053436_default_121.134.12.29_ad.exchange.mail_573404.txt
document.getelementsbytagname,getelementsbytagname,1,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti سند بررسی و تلاش برای اخذ دسترسی با استفاده از اسیب پذیریpdf/analysis_pages_0043-0044.md
login.jpg,jpg,1,Malwares and Logs/ameen-alkhalij.com.log
abuzer.koca,koca,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509102834_default_212.175.105.121_ad.exchange.mail_139913.txt
hasan.gokalp,gokalp,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509103855_default_46.30.176.85_ad.exchange.mail_796067.txt
info.cgi,cgi,1,Malwares and Logs/access.log
attacker.site,site,1,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti سند بررسی و تلاش برای اخذ دسترسی با استفاده از اسیب پذیریpdf/analysis_pages_0047-0048.md
aylin.onen,onen,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510015731_default_213.14.25.197_ad.exchange.mail_304247.txt
mail.sanat-sharif.com,com,1,Malwares and Logs/All_Proxy_Shell_Targets/Iran/IR_Proxyshell_target2.txt
peter.kang,kang,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528042238_default_112.168.212.106_ad.exchange.mail_432586.txt
beyrek.abuzerli,abuzerli,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509095415_default_89.147.205.100_ad.exchange.mail_981251.txt
enis.cakil,cakil,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509101256_default_92.45.15.114_ad.exchange.mail_954868.txt
ahmet.delibicak,delibicak,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509103855_default_46.30.176.85_ad.exchange.mail_796067.txt
a.aljuaid,aljuaid,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511073003_default_77.240.93.43_ad.exchange.mail_665198.txt
aftab.ind.sales,sales,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511153325_default_212.12.169.12_ad.exchange.mail_543681.txt
camasirhane.nuh,nuh,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509103855_default_46.30.176.85_ad.exchange.mail_796067.txt
cansu.atar,atar,2,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509103315_default_95.0.22.150_ad.exchange.mail_545296.txt|Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510020055_default_95.0.22.150_ad.exchange.mail_062149.txt
a.abouserie,abouserie,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511073003_default_77.240.93.43_ad.exchange.mail_665198.txt
alkurdi.samer,samer,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511153325_default_212.12.169.12_ad.exchange.mail_543681.txt
adel.nachef,nachef,3,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220510091126_default_212.98.140.116_ad.exchange.mail_817178.txt|Malwares and Logs/All_Proxy_Shell_Targets/LB/20220510085918_default_212.98.140.119_ad.exchange.mail_252554.txt|Malwares and Logs/All_Proxy_Shell_Targets/LB/20220511020241_default_212.98.140.116_ad.exchange.mail_160312.txt
ahmet.arslan,arslan,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509090817_default_212.175.168.58_ad.exchange.mail_153067.txt
amjad.baafif,baafif,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511053201_default_212.12.178.178_ad.exchange.mail_084629.txt
samll.php,php,1,Malwares and Logs/ameen-alkhalij.com.log
karangle.aakash,aakash,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528085858_default_3.35.110.181_ad.exchange.mail_716037.txt
options.php,php,1,Malwares and Logs/ameen-alkhalij.com.log
ahmet.sonmez,sonmez,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510015731_default_213.14.25.197_ad.exchange.mail_304247.txt
jain.ashish,ashish,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528085858_default_3.35.110.181_ad.exchange.mail_716037.txt
abdelhalim.kacem,kacem,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220510092026_default_194.126.2.223_ad.exchange.mail_419326.txt
urllib3.exceptions.insecurerequestwarning,insecurerequestwarning,1,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti/analysis_pages_0021-0025.md
mustafa.unal,unal,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510025119_default_37.122.138.36_ad.exchange.mail_251535.txt
nicolas.moussally,moussally,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220511020316_default_195.112.212.187_ad.exchange.mail_460335.txt
consular.info,info,2,Malwares and Logs/173c6a542c2046c38d2cb863239eff0566a8a9c0_mfa.tr.txt|Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509090817_default_212.175.168.58_ad.exchange.mail_153067.txt
khanolkar.shrinivas,shrinivas,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528085858_default_3.35.110.181_ad.exchange.mail_716037.txt
brad.hong,hong,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528042238_default_112.168.212.106_ad.exchange.mail_432586.txt
ali.yaman,yaman,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510015731_default_213.14.25.197_ad.exchange.mail_304247.txt
enver.ethemer,ethemer,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509090817_default_212.175.168.58_ad.exchange.mail_153067.txt
bingbot.htm,htm,1,Malwares and Logs/ameen-alkhalij.com.log
alper.solmazoglu,solmazoglu,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510015731_default_213.14.25.197_ad.exchange.mail_304247.txt
mail2.groupmedinsurance.com,com,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/Result_1.csv
csgg.csg.edu.lb,lb,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/Result_1.csv
abdelkader.merazi,merazi,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220510092026_default_194.126.2.223_ad.exchange.mail_419326.txt
chheta.kruti,kruti,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528085858_default_3.35.110.181_ad.exchange.mail_716037.txt
a.allam,allam,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511073003_default_77.240.93.43_ad.exchange.mail_665198.txt
beyza.erenturk,erenturk,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509101256_default_92.45.15.114_ad.exchange.mail_954868.txt
dongwoo.kim,kim,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528035936_default_1.235.185.175_ad.exchange.mail_644119.txt
m-nassifetfils.com,com,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220511023842_default_185.125.149.35_ad.exchange.mail_029838.txt
aysan.mullahasan,mullahasan,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509090817_default_212.175.168.58_ad.exchange.mail_153067.txt
rao.jignesh,jignesh,1,Malwares and Logs/All_Proxy_Shell_Targets/KR/user-found/20220528085858_default_3.35.110.181_ad.exchange.mail_716037.txt
abbas.alhamad,alhamad,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511081050_default_86.51.167.167_ad.exchange.mail_336958.txt
bulent.aksoz,aksoz,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509101256_default_92.45.15.114_ad.exchange.mail_954868.txt
almaghraby.mohammad,mohammad,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511153325_default_212.12.169.12_ad.exchange.mail_543681.txt
a.abdellatef,abdellatef,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511073003_default_77.240.93.43_ad.exchange.mail_665198.txt
mail.azzadgroup.com.kw,kw,1,Malwares and Logs/All_Proxy_Shell_Targets/kuwait/KW_proxyshell_target.txt
ali.ermis,ermis,2,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510025101_default_91.93.60.19_ad.exchange.mail_714410.txt|Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220510023853_default_91.93.60.19_ad.exchange.mail_346834.txt
amir.ahmed,ahmed,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511153325_default_212.12.169.12_ad.exchange.mail_543681.txt
abdulkadir.dag,dag,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509102834_default_212.175.105.121_ad.exchange.mail_139913.txt
amit.co.il,il,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509093808_default_192.116.238.153_ad.exchange.mail_786317.txt
tse.org.tr,tr,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509101256_default_92.45.15.114_ad.exchange.mail_954868.txt
spariran.ir,ir,1,Malwares and Logs/All_Proxy_Shell_Targets/Iran/IR_Proxyshell_target2.txt
a.alelwi,alelwi,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511053414_default_37.224.113.215_ad.exchange.mail_711533.txt
abubakir.auto.sales,sales,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511153325_default_212.12.169.12_ad.exchange.mail_543681.txt
ahmed.mostafa,mostafa,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511053336_default_213.236.56.117_ad.exchange.mail_691453.txt
silverspoon.cc,cc,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220511013829_default_89.108.156.18_ad.exchange.mail_407557.txt
samah.zeaiter,zeaiter,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220511023727_default_195.112.201.67_ad.exchange.mail_385722.txt
aziz.cataltepe,cataltepe,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509103500_default_85.111.43.100_ad.exchange.mail_333724.txt
batuhan.gormus,gormus,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509103500_default_85.111.43.100_ad.exchange.mail_333724.txt
d.kabaosmanoglu,kabaosmanoglu,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509095927_default_212.156.77.214_ad.exchange.mail_939687.txt
beyzanur.delge,delge,1,Malwares and Logs/All_Proxy_Shell_Targets/Turkey/20220509103500_default_85.111.43.100_ad.exchange.mail_333724.txt
exch.firouzacranes.com,com,1,Malwares and Logs/All_Proxy_Shell_Targets/Iran/IR_Proxyshell_target2.txt
t.alnabulsi,alnabulsi,2,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511062016_default_85.184.233.219_ad.exchange.mail_340863.txt|Malwares and Logs/All_Proxy_Shell_Targets/Saudi/20220511073715_default_85.184.233.203_ad.exchange.mail_245488.txt
adnan.nehmet,nehmet,3,Malwares and Logs/All_Proxy_Shell_Targets/LB/20220510091126_default_212.98.140.116_ad.exchange.mail_817178.txt|Malwares and Logs/All_Proxy_Shell_Targets/LB/20220510085918_default_212.98.140.119_ad.exchange.mail_252554.txt|Malwares and Logs/All_Proxy_Shell_Targets/LB/20220511020241_default_212.98.140.116_ad.exchange.mail_160312.txt
